Timestamp,Action,TableName,RecordID,SqlQuery,UserID,ServerIP,RequestUrl,RequestData,RequestCompleted,RequestMsg
"2025-08-10 21:56:37",userlogin,users,,"SELECT   * FROM users WHERE  user_name = ?  OR email = ?  LIMIT 1",1,::1,index/login/,"{""username"":""juanp10"",""password"":""$2y$10$lsH0i8jgF5Vauv27XhKgR.FpCkjreUdxzqg2qAbrGOUbX2Izh.fLW""}",true,
"2025-08-10 21:57:04",list,users,"4,3,2,1","SELECT SQL_CALC_FOUND_ROWS  id_user, full_names, rol, user_name, email, photo, register_date, update_date FROM users ORDER BY users.id_user DESC  LIMIT 20 OFFSET 0",1,::1,users/Index,[],true,
"2025-08-10 21:57:12",view,users,4,"SELECT   id_user, full_names, rol, user_name, email, register_date, update_date FROM users WHERE  users.id_user = ?  LIMIT 1",1,::1,users/view/4,[],true,
"2025-08-10 21:57:16",view,users,4,"SELECT   id_user, full_names, rol, user_name, email, register_date, update_date FROM users WHERE  users.id_user = ?  LIMIT 1",1,::1,users/view/4,[],true,
"2025-08-10 21:57:16",view,users,4,"SELECT   id_user, full_names, rol, user_name, email, register_date, update_date FROM users WHERE  users.id_user = ?  LIMIT 1",1,::1,users/view/4,[],true,
"2025-08-10 21:57:16",view,users,4,"SELECT   id_user, full_names, rol, user_name, email, register_date, update_date FROM users WHERE  users.id_user = ?  LIMIT 1",1,::1,users/view/4,[],true,
"2025-08-10 21:57:16",view,users,4,"SELECT   id_user, full_names, rol, user_name, email, register_date, update_date FROM users WHERE  users.id_user = ?  LIMIT 1",1,::1,users/view/4,[],true,
"2025-08-10 21:58:12",view,doc,3,"SELECT   doc.id, doc.full_names, doc.address, doc.birthdate, doc.gender, doc.Speciality, doc.register_date, doc.update_date, doc.id_user, users.full_names AS users_full_names, doc.license_number, doc.university, doc.office_phone, doc.work_email, doc.years_experience, doc.dni FROM doc INNER JOIN users ON doc.id_user = users.id_user WHERE  doc.id = ?  LIMIT 1",1,::1,doc/view/3,[],true,
"2025-08-10 21:58:14",view,doc,3,"SELECT   doc.id, doc.full_names, doc.address, doc.birthdate, doc.gender, doc.Speciality, doc.register_date, doc.update_date, doc.id_user, users.full_names AS users_full_names, doc.license_number, doc.university, doc.office_phone, doc.work_email, doc.years_experience, doc.dni FROM doc INNER JOIN users ON doc.id_user = users.id_user WHERE  doc.id = ?  LIMIT 1",1,::1,doc/view/3,[],true,
"2025-08-10 21:58:14",view,doc,3,"SELECT   doc.id, doc.full_names, doc.address, doc.birthdate, doc.gender, doc.Speciality, doc.register_date, doc.update_date, doc.id_user, users.full_names AS users_full_names, doc.license_number, doc.university, doc.office_phone, doc.work_email, doc.years_experience, doc.dni FROM doc INNER JOIN users ON doc.id_user = users.id_user WHERE  doc.id = ?  LIMIT 1",1,::1,doc/view/3,[],true,
"2025-08-10 21:58:14",view,doc,3,"SELECT   doc.id, doc.full_names, doc.address, doc.birthdate, doc.gender, doc.Speciality, doc.register_date, doc.update_date, doc.id_user, users.full_names AS users_full_names, doc.license_number, doc.university, doc.office_phone, doc.work_email, doc.years_experience, doc.dni FROM doc INNER JOIN users ON doc.id_user = users.id_user WHERE  doc.id = ?  LIMIT 1",1,::1,doc/view/3,[],true,
"2025-08-10 21:58:14",view,doc,3,"SELECT   doc.id, doc.full_names, doc.address, doc.birthdate, doc.gender, doc.Speciality, doc.register_date, doc.update_date, doc.id_user, users.full_names AS users_full_names, doc.license_number, doc.university, doc.office_phone, doc.work_email, doc.years_experience, doc.dni FROM doc INNER JOIN users ON doc.id_user = users.id_user WHERE  doc.id = ?  LIMIT 1",1,::1,doc/view/3,[],true,
"2025-08-10 21:58:15",view,doc,3,"SELECT   doc.id, doc.full_names, doc.address, doc.birthdate, doc.gender, doc.Speciality, doc.register_date, doc.update_date, doc.id_user, users.full_names AS users_full_names, doc.license_number, doc.university, doc.office_phone, doc.work_email, doc.years_experience, doc.dni FROM doc INNER JOIN users ON doc.id_user = users.id_user WHERE  doc.id = ?  LIMIT 1",1,::1,doc/view/3,[],true,
